vtitle,address,telephone,description,hour,hotel,beauty,supply,homepage
애니펫동물병원,서울특별시 동대문구 제기로 77,02-966-4475,"외과, 정형외과, 내과, 산과, 안과, 임상진단과, 치과",FALSE,FALSE,FALSE,FALSE,http://anypetah.com/
이로동물병원,서울특별시 관악구 남부순환로 1678,02-887-1575,,FALSE,FALSE,FALSE,FALSE,http://www.iroanimal.com/
닥터베토벤동물병원,서울특별시 강동구 구천면로 664,02-427-1076,,FALSE,FALSE,FALSE,FALSE,
우리동물병원,서울특별시 성북구 삼양로 84,02-989-8575,,FALSE,FALSE,FALSE,FALSE,
도그플러스동물병원,서울특별시 중랑구 신내로 201,02-3421-9075,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/duck337
24시서울플러스종합동물병원,서울특별시 강서구 등촌로 55,02-2652-7515,,TRUE,FALSE,FALSE,FALSE,
임갑미동물병원,서울특별시 서초구 신반포로 257,02-596-4566,,FALSE,FALSE,FALSE,FALSE,
사랑동물병원,서울특별시 구로구 도림로 98,02-851-1368,"디지탈 엑스레이, 초음파, 호흡 마취기, 혈액 분석기",FALSE,FALSE,FALSE,FALSE,
펫가든동물병원,서울특별시 강서구 하늘길 38,02-6116-1775,"애견 미용, 호텔, 분양, 용품 판매",FALSE,TRUE,TRUE,TRUE,
태일동물병원,서울특별시 도봉구 해등로 184,02-997-0075,,FALSE,FALSE,FALSE,FALSE,http://www.animaldentistry.co.kr/xe
꿈의숲동물병원,서울특별시 성북구 돌곶이로 205,02-915-5485,,FALSE,FALSE,FALSE,FALSE,
중곡동물병원,서울특별시 광진구 긴고랑로 47,02-462-5595,애완동물 진료 및 미용전문 애견용품 판매,FALSE,FALSE,TRUE,TRUE,
아지동물병원,서울특별시 성동구 독서당로 289,02-6085-7750,"반려동물 진료, 용품, 미용, 호텔",FALSE,TRUE,TRUE,TRUE,
윤신근동물병원,서울특별시 중구 퇴계로 226,02-2272-1234,,FALSE,FALSE,FALSE,FALSE,
굿모닝 동물병원,서울특별시 구로구 개봉로 121,,,FALSE,FALSE,FALSE,FALSE,http://cafe.naver.com/gmvet/
파라곤동물병원,서울특별시 광진구 광나루로 361,02-498-7588,,FALSE,FALSE,FALSE,FALSE,http://paragonah.modoo.at/
강남동물병원,서울특별시 동작구 여의대방로 284,02-813-5999,"동물 진료, 미용, 용품 판매",FALSE,FALSE,TRUE,TRUE,http://blog.daum.net/panbears
강서동물종합병원,서울특별시 강서구 곰달래로15길 46,02-2691-5900,,FALSE,FALSE,FALSE,FALSE,
쿠키동물병원,서울특별시 강북구 삼양로27길 19,02-986-9875,,FALSE,FALSE,FALSE,FALSE,
송파동물종합병원,서울특별시 송파구 송파대로 378,02-424-3662,"강아지 예방접종, 노령, 특수동물, 고양이, 한방치료, 줄기세포 등",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/kangdvm/
여울동물병원,서울특별시 서초구 방배로 28,,,FALSE,FALSE,FALSE,FALSE,http://여울동물병원.com/
솔로몬동물병원,서울특별시 송파구 마천로 76,,"내, 외과 진료 검사 수술전문, 예방 접종, 기생충 검사, 예방관리, 애견미용, 호텔, 교배 제공",FALSE,TRUE,TRUE,FALSE,
조아동물병원,서울특별시 금천구 금하로1라길 35,02-807-1616,,FALSE,FALSE,FALSE,FALSE,
위즈펫동물병원 홈플러스강동점,서울특별시 강동구 양재대로 1571,02-488-7524,,FALSE,FALSE,FALSE,FALSE,
유림동물안과병원,서울특별시 서초구 강남대로 631,02-593-1045,,FALSE,FALSE,FALSE,FALSE,http://ylaec.com/
닥터펫동물병원,서울특별시 양천구 목동서로 170,02-2643-0283,"애완동물 진료, 행동 교육, 개, 고양이 등 분양, 용품 판매, 미용 등 전문",FALSE,FALSE,TRUE,TRUE,
아람동물병원,서울특별시 영등포구 도신로 225-1,02-835-7975,,FALSE,FALSE,FALSE,FALSE,
닥터제이동물병원,서울특별시 송파구 송파대로 451,02-2202-3633,"애견용품 취급, 미용 및 애견 호텔 운영",FALSE,TRUE,TRUE,TRUE,
꿈꾸는동물병원,서울특별시 서초구 서초중앙로 238,02-592-0202,"반려견, 반려묘 치료",FALSE,FALSE,FALSE,FALSE,
왈츠동물병원,서울특별시 중랑구 신내로 45,02-492-0077,,FALSE,FALSE,FALSE,FALSE,
애니케어동물병원,서울특별시 양천구 중앙로 291,,,FALSE,FALSE,FALSE,FALSE,
서교동물병원,서울특별시 마포구 포은로 105-1,02-332-7984,"애완동물 질환, 진단 및 치료 전문",FALSE,FALSE,FALSE,FALSE,
한양동물병원,서울특별시 송파구 가락로 162,,동물 치료 및 수술 전문,FALSE,FALSE,FALSE,FALSE,
다온동물병원,서울특별시 양천구 중앙로 230,02-2643-8204,,FALSE,FALSE,FALSE,FALSE,
수서동물병원,서울특별시 강남구 광평로 196,02-459-5955,,FALSE,FALSE,FALSE,FALSE,
이성환동물병원,서울특별시 서초구 방배로 232,02-593-8238,,FALSE,FALSE,FALSE,FALSE,
해치동물병원,서울특별시 성동구 독서당로 434,02-535-0975,"예방, 미용, 용품 전문",FALSE,FALSE,TRUE,TRUE,
은평동물병원,서울특별시 은평구 서오릉로 80,02-358-7566,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/wxyz543
사랑해 동물병원,서울특별시 강동구 고덕로 133,02-426-2775,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/forkfly
연희동물병원,서울특별시 서대문구 연희로25길 101,02-332-2883,,FALSE,FALSE,FALSE,FALSE,
몰리스펫샵 이마트월계점,서울특별시 노원구 마들로3길 15,02-2092-1255,,FALSE,FALSE,FALSE,FALSE,
로엘동물병원,서울특별시 광진구 뚝섬로 623,02-457-8575,,FALSE,FALSE,FALSE,FALSE,
치치동물병원,서울특별시 송파구 충민로2길 36,,"진료, 미용, 호텔, 용품 안내",FALSE,TRUE,TRUE,TRUE,
쿨펫동물병원,서울특별시 강서구 양천로 559,02-3665-7588,,FALSE,FALSE,FALSE,FALSE,http://www.한국중성화센터.com/
현대동물병원,서울특별시 강동구 구천면로 238,02-488-3703,,FALSE,FALSE,FALSE,FALSE,
위례동물병원,서울특별시 송파구 위례광장로 136,,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/wiryevet
행복한동물병원,서울특별시 성북구 돌곶이로 91,02-915-7582,,FALSE,FALSE,FALSE,FALSE,
아이비동물병원,서울특별시 서초구 효령로 229,02-583-7580,,FALSE,FALSE,FALSE,FALSE,
펫투게더,서울특별시 동작구 양녕로 184-1,02-822-3459,애견미용,FALSE,FALSE,TRUE,FALSE,http://blog.naver.com/pettogether
강남25시동물병원,서울특별시 강남구 학동로 324,02-545-8575,,TRUE,FALSE,FALSE,FALSE,
기린동물병원,,02-2291-8275,,FALSE,FALSE,FALSE,FALSE,
우리동물병원,서울특별시 종로구 지봉로 96-3,02-3676-1190,,FALSE,FALSE,FALSE,FALSE,http://woorieah.modoo.at/
펫가든동물병원 월드타워점,서울특별시 송파구 올림픽로 300,02-3213-2798,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/petgardenwt
염창제일동물병원,서울특별시 강서구 양천로 651,02-3665-7582,"수술, 침치료, 동종요법, 피부병 치료",FALSE,FALSE,FALSE,FALSE,
서초동물병원,서울특별시 서초구 효령로57길 4,02-582-2357,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/seochoan
평화와생명동물병원,서울특별시 성동구 행당로 76,02-3395-0075,"아토피, 피부병, 귀병, 만성피부병",FALSE,FALSE,FALSE,FALSE,http://www.peaceanimal.co.kr/
세인트필립동물병원,서울특별시 동작구 남부순환로267길 5,02-3486-7707,"강아지, 고양이 건강진단 및 진료",FALSE,FALSE,FALSE,FALSE,http://www.stphilip.co.kr/
센트럴동물병원,서울특별시 강남구 도곡로 510,02-568-0275,,FALSE,FALSE,FALSE,FALSE,
개포동물병원,서울특별시 강남구 개포로 512,02-3412-7582,,FALSE,FALSE,FALSE,FALSE,
한국동물메디컬센터,서울특별시 중랑구 겸재로 165,02-2208-6788,,FALSE,FALSE,FALSE,FALSE,
반포한강동물병원,서울특별시 서초구 신반포로 49,02-3477-7667,"동물진료, 용품, 미용",FALSE,FALSE,TRUE,TRUE,
동물병원 the 말랑,서울특별시 마포구 토정로 149,02-332-7553,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/mallangvet
아미칼동물병원,서울특별시 강남구 남부순환로 2936,02-565-5023,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/amicalamc
성수동물병원,서울특별시 성동구 왕십리로 100,02-463-9690,,FALSE,FALSE,FALSE,FALSE,
몰리스펫샵 이마트양재점,서울특별시 서초구 매헌로 16,02-2155-1025,,FALSE,FALSE,FALSE,FALSE,
ILOVEPET 홈플러스남현점,서울특별시 관악구 과천대로 909,02-597-8985,"슬개골 탈구, 성대, 중성화 수술 등 진료",FALSE,FALSE,FALSE,FALSE,
천호종합동물병원,서울특별시 송파구 올림픽로 611,02-473-6900,,FALSE,FALSE,FALSE,FALSE,
화신동물병원,서울특별시 도봉구 도당로 63,02-3493-6101,,FALSE,FALSE,FALSE,FALSE,
송파원동물병원,서울특별시 송파구 백제고분로 432,02-419-7571,,FALSE,FALSE,FALSE,FALSE,http://www.songpawonah.co.kr/
늘사랑동물병원,서울특별시 강동구 고덕로 162,02-442-2223,"개, 고양이 등 동물 진료 및 수술 전문, 애견 미용, 용품, 호텔, 분양",FALSE,TRUE,TRUE,TRUE,
프렌즈동물병원,서울특별시 강북구 오패산로 160,02-945-0075,,FALSE,FALSE,FALSE,FALSE,
김정복동물병원,서울특별시 은평구 통일로 879,02-357-8538,,FALSE,FALSE,FALSE,FALSE,
도곡종합동물병원,서울특별시 강남구 언주로 314,02-554-8875,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/erinakim1109
미니주동물병원,서울특별시 양천구 목동중앙북로 37,02-2651-8575,,FALSE,FALSE,FALSE,FALSE,
광장동물의료센터,서울특별시 광진구 아차산로 608,02-452-7975,,FALSE,FALSE,FALSE,FALSE,http://care4yourpet.willstay.co.kr/
포이동물병원,서울특별시 강남구 개포로 223,02-578-8400,,FALSE,FALSE,FALSE,FALSE,
해동물병원,서울특별시 종로구 지봉로 53-1,02-744-9098,,FALSE,FALSE,FALSE,FALSE,
더동물병원,서울특별시 송파구 동남로 202,02-431-7575,,FALSE,FALSE,FALSE,FALSE,
웰니스클리닉동물병원,서울특별시 광진구 아차산로 272,02-2024-1253,,FALSE,FALSE,FALSE,FALSE,
애드펫동물병원,서울특별시 영등포구 선유서로 67,02-2068-2277,,FALSE,FALSE,FALSE,FALSE,
캐슬동물종합병원,서울특별시 구로구 고척로 238,,외과 수술 및 임상 병리 전문,FALSE,FALSE,FALSE,FALSE,
GD동물병원,서울특별시 강동구 상일로 13,02-429-8822,,FALSE,FALSE,FALSE,FALSE,
송이종합동물병원,서울특별시 송파구 송이로 29-1,02-415-7114,,FALSE,FALSE,FALSE,FALSE,http://guestbook.blog.naver.com/songeanimalh
원효동물병원,서울특별시 용산구 원효로 187,02-719-7070,"피부, 귀 치료, 수술 전문",FALSE,FALSE,FALSE,FALSE,
프렌즈동물병원,서울특별시 서초구 방배로 76,02-597-7522,"고양이 진료, 미용, 호텔 운영 및 사료, 용품 판매",FALSE,TRUE,TRUE,TRUE,
응암동물병원,서울특별시 은평구 응암로 261,02-387-6920,"초음파, 방사선, 내시경 등 각종 검사 및 수술 전문",FALSE,FALSE,FALSE,FALSE,
서울동물의료원,서울특별시 송파구 백제고분로 195,02-2202-3515,,FALSE,FALSE,FALSE,FALSE,
대치수동물병원,서울특별시 강남구 삼성로 212,02-539-3339,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/daechisooah
메세나프렌즈 동물병원,서울특별시 마포구 양화로 45,02-6083-1008,"강아지, 고양이 분양",FALSE,FALSE,FALSE,FALSE,
목동동물병원,서울특별시 양천구 목동서로 57,02-2648-8275,,FALSE,FALSE,FALSE,FALSE,
한동물병원 개포점,서울특별시 강남구 논현로10길 14,02-575-7581,,FALSE,FALSE,FALSE,FALSE,
몰리스펫샵,서울특별시 송파구 충민로 10,02-2104-5005,,FALSE,FALSE,FALSE,FALSE,
해원종합동물병원,서울특별시 구로구 구일로 110,02-855-7525,"내과, 외과, 치과, 정형외과, 임상병리과, 초음파 등의 애완동물 진료 및 미용 전문",FALSE,FALSE,TRUE,FALSE,
다래동물병원,서울특별시 강동구 구천면로 289,02-474-0117,,FALSE,FALSE,FALSE,FALSE,http://www.vetclinic.co.kr/
펫세상동물병원,서울특별시 용산구 한강대로23길 55,02-2012-1256,,FALSE,FALSE,FALSE,FALSE,
보람동물병원,서울특별시 광진구 군자로 84,02-465-7582,,FALSE,FALSE,FALSE,FALSE,
롯데동물병원,서울특별시 노원구 동일로210길 22,02-973-5959,,FALSE,FALSE,FALSE,FALSE,
이솝동물병원,서울특별시 양천구 목동동로8길 7,02-2644-8275,,FALSE,FALSE,FALSE,FALSE,
포레동물병원,서울특별시 성동구 성수일로 33,02-468-7975,,FALSE,FALSE,FALSE,FALSE,
레스펫 동물병원,서울특별시 서초구 논현로 173,02-575-0855,"애견 진료, 미용 및 애견용품 판매",FALSE,FALSE,TRUE,TRUE,
도봉동물병원,서울특별시 도봉구 도봉로 763,02-943-2275,,FALSE,FALSE,FALSE,FALSE,
상아동물병원,서울특별시 양천구 목동로 181,02-2644-0069,"예방접종, 건강관리 등 애완동물 진료 전문",FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/sanga0069
창문동물병원,서울특별시 강북구 월계로 35,02-988-0251,,FALSE,FALSE,FALSE,FALSE,
늘푸른동물병원,서울특별시 송파구 올림픽로35길 94,02-423-2075,,FALSE,FALSE,FALSE,FALSE,
공감동물병원,서울특별시 강서구 마곡중앙로 36,02-2666-0829,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/gonggam0829
이다동물병원,,02-463-7075,"예방주사, 중성화 수술, 질병상담 및 치료",FALSE,FALSE,FALSE,FALSE,
오즈동물병원,서울특별시 강서구 강서로45길 28,02-2697-0052,,FALSE,FALSE,FALSE,FALSE,
케이와이에이치웰빙동물병원,서울특별시 송파구 석촌호수로 112,02-422-3379,"고양이, 강아지 진료, 수술 및 미용 전문",FALSE,FALSE,TRUE,FALSE,
예일종합동물병원,서울특별시 서대문구 거북골로 13,02-303-2066,,FALSE,FALSE,FALSE,FALSE,
소망동물병원,서울특별시 마포구 신촌로 258,02-719-7052,,FALSE,FALSE,FALSE,FALSE,
현대동물병원,서울특별시 영등포구 선유로 104,02-2634-7577,"애견, 애묘 진료 및 미용실 운영",FALSE,FALSE,TRUE,FALSE,
전농종합동물병원,서울특별시 동대문구 전농로 124,02-2245-7582,,FALSE,FALSE,FALSE,FALSE,
이리온 양재점,서울특별시 서초구 매헌로 16,02-577-6125,,FALSE,FALSE,FALSE,FALSE,
백년동물병원,서울특별시 서대문구 가좌로 104,02-373-2923,,FALSE,FALSE,FALSE,FALSE,
위즈펫동물병원,서울특별시 송파구 올림픽로35가길 16,02-471-8275,,FALSE,FALSE,FALSE,FALSE,
서진동물병원,서울특별시 마포구 신촌로 56,02-336-3929,,FALSE,FALSE,FALSE,FALSE,
스타 동물종합병원,서울특별시 서초구 신반포로 330,02-3447-1357,"애견 분양, 진료",FALSE,FALSE,FALSE,FALSE,
웰니스 클리닉 청계천점,서울특별시 중구 청계천로 400,,,FALSE,FALSE,FALSE,FALSE,
대치동물의료센터,서울특별시 강남구 도곡로 439,,,FALSE,FALSE,FALSE,FALSE,
서이동물병원,서울특별시 서초구 사임당로 139,02-3487-0075,,FALSE,FALSE,FALSE,FALSE,
페토브동물병원,서울특별시 양천구 목동동로 130,02-2642-1239,,FALSE,FALSE,FALSE,FALSE,http://www.petove.co.kr/
포유동물병원,서울특별시 성북구 오패산로 22,02-912-6555,,FALSE,FALSE,FALSE,FALSE,
주양 동물병원,서울특별시 강동구 고덕로62길 55,02-428-1161,,FALSE,FALSE,FALSE,FALSE,
준동물병원,서울특별시 송파구 중대로 320,02-402-9119,"피부질환, 백내장, 방사선과 등 진료",FALSE,FALSE,FALSE,FALSE,http://www.송파동물병원.kr/
압구정동물병원,서울특별시 강남구 압구정로 224,02-547-7588,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/5477588
금천종합동물병원,서울특별시 금천구 독산로 188,02-894-8085,,FALSE,FALSE,FALSE,FALSE,
쿨펫,서울특별시 강남구 선릉로 620,02-3446-7593,"쿨펫 본사, 진료, 분양, 애견용품, 호텔",FALSE,TRUE,FALSE,TRUE,http://coolpetweb.cafe24.com/
신길동동물병원온,서울특별시 영등포구 신풍로 77,02-848-7975,,FALSE,FALSE,FALSE,FALSE,http://4onpet.modoo.at/
라라큐동물병원,서울특별시 노원구 공릉로 153,02-974-5875,"난치성 귓병, 피부병 진료, 고슴도치 진료",FALSE,FALSE,FALSE,FALSE,
사랑의동물병원,서울특별시 송파구 백제고분로 218,02-419-0430,"심장 사상충 및 광견병 예방 주사, 애완용품 판매 등 동물 진료 전문",FALSE,FALSE,FALSE,TRUE,
열린동물병원,서울특별시 성북구 오패산로 46,02-916-5724,"내과, 외과, 산과 및 임상병리, 애견미용, 용품, 야간응급",FALSE,FALSE,TRUE,TRUE,
프랜드동물병원,서울특별시 영등포구 영중로 145,02-2675-0883,"임상병리, 내과, 외과 전문",FALSE,FALSE,FALSE,FALSE,
다니엘동물병원,서울특별시 서초구 효령로 200,02-585-0087,,FALSE,FALSE,FALSE,FALSE,
이강남동물병원,서울특별시 서초구 바우뫼로 179,02-579-1932,"예방접종, 내과 , 외과 진료 및 애견미용 전문",FALSE,FALSE,TRUE,FALSE,
나래동물병원,서울특별시 강남구 도곡로13길 5,02-508-7534,,FALSE,FALSE,FALSE,FALSE,
사랑의동물병원,서울특별시 서초구 마방로6길 18,02-577-7475,,FALSE,FALSE,FALSE,FALSE,http://cafe.daum.net/sarangah
늘푸른동물병원,서울특별시 강남구 봉은사로 307,02-544-5042,,FALSE,FALSE,FALSE,FALSE,
네오딘벳랩,서울특별시 성동구 광나루로8길 10,02-1661-4036,,FALSE,FALSE,FALSE,FALSE,http://www.vetlab.co.kr/
한국동물영상의학센터,서울특별시 중랑구 망우로 241,02-6215-3416,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/kamic_mri_ct
고래힐동물병원,서울특별시 강동구 아리수로50길 50,02-441-5515,,FALSE,FALSE,FALSE,FALSE,http://blog.naver.com/goraehillah
동네동물병원,서울특별시 서초구 신반포로 340,,,FALSE,FALSE,FALSE,FALSE,
서울축산동물병원,서울특별시 영등포구 영중로27길 10,,,FALSE,FALSE,FALSE,FALSE,
우신동물병원,서울특별시 은평구 연서로 72,,,FALSE,FALSE,FALSE,FALSE,
차지우동물병원,서울특별시 중구 동호로 204,,,FALSE,FALSE,FALSE,FALSE,
우장동물병원,서울특별시 강서구 화곡로 143,,,FALSE,FALSE,FALSE,FALSE,
함께하는동물병,서울특별시 성동구 독서당로 200,,,FALSE,FALSE,FALSE,FALSE,
현대종합동물병원,서울특별시 강북구 노해로 94,,,FALSE,FALSE,FALSE,FALSE,
중계이오동물병원,서울특별시 노원구 한글비석로 245,,,FALSE,FALSE,FALSE,FALSE,
한빛동물병원,서울특별시 도봉구 덕릉로 256,,,FALSE,FALSE,FALSE,FALSE,
연세동물병원,서울특별시 관악구 봉천로 516,,,FALSE,FALSE,FALSE,FALSE,
개명동물종합병원,서울특별시 구로구 개봉로 50,,,FALSE,FALSE,FALSE,FALSE,
토론토동물병원,서울특별시 양천구 등촌로 172,,,FALSE,FALSE,FALSE,FALSE,
서래동물병원,서울특별시 서초구 서래로 38,,,FALSE,FALSE,FALSE,FALSE,
사랑해요동물병원,서울특별시 도봉구 시루봉로 59,,,FALSE,FALSE,FALSE,FALSE,
중량차동물병원,서울특별시 중랑구 망우로 176,,,FALSE,FALSE,FALSE,FALSE,
한수동물병원,서울특별시 은평구 응암로 319,,,FALSE,FALSE,FALSE,FALSE,
DS동물병원,서울특별시 관악구 남부순환로 1377,,,FALSE,FALSE,FALSE,FALSE,
와우동물병원,서울특별시 강서구 방화대로47가길 7,,,FALSE,FALSE,FALSE,FALSE,
해맑은동물병원,서울특별시 강서구 양천로57길 10-20,,,FALSE,FALSE,FALSE,FALSE,
연남동물병원,,,,FALSE,FALSE,FALSE,FALSE,
성현동물병원,서울특별시 종로구 혜화로 11,,,FALSE,FALSE,FALSE,FALSE,
청화종합동물병원,서울특별시 용산구 보광로 90,,,FALSE,FALSE,FALSE,FALSE,
도담동물병원,서울특별시 도봉구 도봉로 875,,,FALSE,FALSE,FALSE,FALSE,
비타민동물병원,서울특별시 관악구 인헌6길 8,02-875-7582,,FALSE,FALSE,FALSE,FALSE,
봉식동물병원,서울특별시 강북구 삼양로 252,,,FALSE,FALSE,FALSE,FALSE,
삼양동물병원,서울특별시 강북구 삼양로 183-1,,,FALSE,FALSE,FALSE,FALSE,
평창동물병원,서울특별시 종로구 평창문화로 31,,,FALSE,FALSE,FALSE,FALSE,
형제종합동물병원,서울특별시 관악구 남부순환로 1747-1,,,FALSE,FALSE,FALSE,FALSE,
이상록동물병원,서울특별시 서초구 나루터로 37,,,FALSE,FALSE,FALSE,FALSE,
고려종합동물병원,서울특별시 강서구 양천로57길 10-20,,,FALSE,FALSE,FALSE,FALSE,
늘푸른종합동물병원,서울특별시 송파구 마천로5길 16,,,FALSE,FALSE,FALSE,FALSE,
스타동물의료센터,서울특별시 광진구 능동로 49,,,FALSE,FALSE,FALSE,FALSE,
남산동물병원,서울특별시 중구 다산로 32,,,FALSE,FALSE,FALSE,FALSE,
K9종합동물병원,서울특별시 구로구 개봉로 40,,,FALSE,FALSE,FALSE,FALSE,
고려동물병원,서울특별시 관악구 시흥대로 552-1,,,FALSE,FALSE,FALSE,FALSE,
아름애견웨딩샵,서울특별시 성북구 동소문로 307,,,FALSE,FALSE,FALSE,FALSE,
강아지군대가는날,서울특별시 구로구 경인로35길 32,,,FALSE,FALSE,FALSE,FALSE,
서울대학교관악캠퍼스수의대부속동물병원,서울특별시 관악구 관악로 1,,,FALSE,FALSE,FALSE,FALSE,
닥터홍동물병원,서울특별시 영등포구 선유로 59,,,FALSE,FALSE,FALSE,FALSE,
유현동물병원,서울특별시 도봉구 방학로 187,,,FALSE,FALSE,FALSE,FALSE,
우리들동물종합병원,서울특별시 노원구 동일로 1280,,,FALSE,FALSE,FALSE,FALSE,
씨밀레동물병원,서울특별시 송파구 올림픽로47길 20,,,FALSE,FALSE,FALSE,FALSE,
이리온동물병원,서울특별시 강남구 도산대로 445,,,FALSE,FALSE,FALSE,FALSE,
강이랑아지랑,서울특별시 송파구 오금로31길 14,,,FALSE,FALSE,FALSE,FALSE,
메디펫동물병원,서울특별시 서초구 효령로77길 37,,,FALSE,FALSE,FALSE,FALSE,
다빈치동물병원,서울특별시 도봉구 노해로63다길 41,,,FALSE,FALSE,FALSE,FALSE,
아지케어동물병원,서울특별시 강남구 강남대로118길 53,,,FALSE,FALSE,FALSE,FALSE,
방학동물종합병원,서울특별시 도봉구 도봉로 727,,,FALSE,FALSE,FALSE,FALSE,
치료멍멍펫샵,서울특별시 강남구 도산대로 309,,,FALSE,FALSE,FALSE,FALSE,
늘푸른동물종합병원,서울특별시 은평구 은평로 29,,,FALSE,FALSE,FALSE,FALSE,
혜인종합동물병원본점,서울특별시 양천구 등촌로 218,,,FALSE,FALSE,FALSE,FALSE,
동물의왕국,서울특별시 송파구 마천로 263,,,FALSE,FALSE,FALSE,FALSE,
마이펫동물의료센터,서울특별시 강남구 삼성로 573,,,FALSE,FALSE,FALSE,FALSE,
왈왈동물병원,서울특별시 강북구 삼양로 499,,,FALSE,FALSE,FALSE,FALSE,
망원동물병원,서울특별시 마포구 월드컵로 65,,,FALSE,FALSE,FALSE,FALSE,
동물사랑,서울특별시 영등포구 도신로 88,,,FALSE,FALSE,FALSE,FALSE,
다울반려동물의료센터,서울특별시 서초구 효령로 100,,,FALSE,FALSE,FALSE,FALSE,
한사랑동물병원,서울특별시 성동구 마장로 300,,,FALSE,FALSE,FALSE,FALSE,
다래종합동물병원,서울특별시 강동구 구천면로 289,,,FALSE,FALSE,FALSE,FALSE,
가나동물병원,서울특별시 양천구 목동서로 35,,,FALSE,FALSE,FALSE,FALSE,
페츠비동물메디컬센터,서울특별시 강남구 도산대로 155,,,FALSE,FALSE,FALSE,FALSE,
포이종합동물병원,서울특별시 강남구 개포로 223,,,FALSE,FALSE,FALSE,FALSE,
가람동물종합병원,서울특별시 송파구 오금로 494,,,FALSE,FALSE,FALSE,FALSE,
하나동물병원,서울특별시 양천구 목동서로 387,,,FALSE,FALSE,FALSE,FALSE,
도그플러스,서울특별시 영등포구 당산로 42,,,FALSE,FALSE,FALSE,FALSE,
우이애견,서울특별시 강북구 삼양로 593,,,FALSE,FALSE,FALSE,FALSE,
예일동물병원,서울특별시 서대문구 거북골로 13,,,FALSE,FALSE,FALSE,FALSE,
신세계동물병원,서울특별시 서초구 신반포로 143,,,FALSE,FALSE,FALSE,FALSE,
신정종합동물병원,서울특별시 양천구 오목로 198-1,,,FALSE,FALSE,FALSE,FALSE,
DOGSTAR강남점,서울특별시 서초구 사평대로55길 61,,,FALSE,FALSE,FALSE,FALSE,
유케어종합동물병원,서울특별시 동작구 상도로 214,,,FALSE,FALSE,FALSE,FALSE,
펫투게더동물병원,서울특별시 동작구 양녕로 184-1,,,FALSE,FALSE,FALSE,FALSE,
쥬얼리독,서울특별시 강서구 초록마을로 52-1,,,FALSE,FALSE,FALSE,FALSE,
진영동물병원,서울특별시 중랑구 동일로96길 33,,,FALSE,FALSE,FALSE,FALSE,
사랑동물병원,서울특별시 노원구 공릉로 176,,,FALSE,FALSE,FALSE,FALSE,
용봉동물병원,서울특별시 강서구 강서로17길 20,,,FALSE,FALSE,FALSE,FALSE,
봉쥬르동물병원,서울특별시 서대문구 거북골로 178,,,FALSE,FALSE,FALSE,FALSE,
스마일동물병원,서울특별시 노원구 동일로 1051,,,FALSE,FALSE,FALSE,FALSE,
화곡동물병원,서울특별시 강서구 까치산로 80,,,FALSE,FALSE,FALSE,FALSE,
우신종합동물병원,서울특별시 양천구 중앙로 295,,,FALSE,FALSE,FALSE,FALSE,
세종동물병원,서울특별시 강동구 구천면로 237,,,FALSE,FALSE,FALSE,FALSE,
느보동물병원,서울특별시 강서구 강서로7길 104,,,FALSE,FALSE,FALSE,FALSE,
애견마을,서울특별시 동대문구 전농로 64-1,,,FALSE,FALSE,FALSE,FALSE,
현림종합동물병원,서울특별시 양천구 등촌로 160,,,FALSE,FALSE,FALSE,FALSE,
다정종합동물병원,서울특별시 양천구 월정로 137,,,FALSE,FALSE,FALSE,FALSE,
스마트동물매디컬센터,서울특별시 은평구 은평로 93,,,FALSE,FALSE,FALSE,FALSE,
나우동물병원,서울특별시 양천구 목동중앙본로 10,,,FALSE,FALSE,FALSE,FALSE,
우신동물병원,서울특별시 영등포구 신길로 170,,,FALSE,FALSE,FALSE,FALSE,
러브팻동물병원,서울특별시 영등포구 가마산로 328,,,FALSE,FALSE,FALSE,FALSE,
모범동물병원,서울특별시 동작구 사당로 229,,,FALSE,FALSE,FALSE,FALSE,
종합동물병원,서울특별시 강북구 도봉로98길 56,,,FALSE,FALSE,FALSE,FALSE,
소누피동물병원,서울특별시 강서구 강서로 285,,,FALSE,FALSE,FALSE,FALSE,
열린동물병원,서울특별시 용산구 원효로 171,,,FALSE,FALSE,FALSE,FALSE,
바우동물병원,서울특별시 양천구 중앙로 230,,,FALSE,FALSE,FALSE,FALSE,
정우동동물병원,서울특별시 관악구 신림로 138,,,FALSE,FALSE,FALSE,FALSE,
캐슬동물병원,서울특별시 구로구 고척로 238,,,FALSE,FALSE,FALSE,FALSE,
